Source,Commune,ï»¿SubmissionDate,start,end,today,deviceid,info_note,consentement,consentement_note,region,province,district,commune,commune_checked,sd_a_01-projected_deliveries_1,sd_a_01-assisted_deliveries_1,sd_a_02-target_vaccination_BCG_1,sd_a_02-vaccination_coverage_BCG_1,sd_a_03-target_vaccination_VPO3_1,sd_a_03-vaccination_coverage_VPO3_1,sd_a_04-target_vaccination_DTCHepHib3_1,sd_a_04-vaccination_coverage_DTCHepHib3_1,sd_a_05-target_vaccination_VAR_1,sd_a_05-vaccination_coverage_VAR_1,sd_a_06-target_vaccination_VAA_1,sd_a_06-vaccination_coverage_VAA_1,commune2,sd_b_01-projected_deliveries_2,sd_b_01-assisted_deliveries_2,sd_b_02-target_vaccination_BCG_2,sd_b_02-vaccination_coverage_BCG_2,sd_b_03-target_vaccination_VPO3_2,sd_b_03-vaccination_coverage_VPO_2,sd_b_04-target_vaccination_DTCHepHib3_2,sd_b_04-vaccination_coverage_DTCHepHib3_2,sd_b_05-target_vaccination_VAR_2,sd_b_05-vaccination_coverage_VAR_2,sd_b_06-target_vaccination_VAA_2,sd_b_06-vaccination_coverage_VAA_2,commune3,sd_c_01-projected_deliveries_3,sd_c_01-assisted_deliveries_3,sd_c_02-target_vaccination_BCG_3,sd_c_02-vaccination_coverage_BCG_3,sd_c_03-target_vaccination_VPO3_3,sd_c_03-vaccination_coverage_VPO_3,sd_c_04-target_vaccination_DTCHepHib3_3,sd_c_04-vaccination_coverage_DTCHepHib3_3,sd_c_05-target_vaccination_VAR_3,sd_c_05-vaccination_coverage_VAR_3,sd_c_06-target_vaccination_VAA_3,sd_c_06-vaccination_coverage_VAA_3,commune4,sd_d_01-projected_deliveries_4,sd_d_01-assisted_deliveries_4,sd_d_02-target_vaccination_BCG_4,sd_d_02-vaccination_coverage_BCG_4,sd_d_03-target_vaccination_VPO3_4,sd_d_03-vaccination_coverage_VPO_4,sd_d_04-target_vaccination_DTCHepHib3_4,sd_d_04-vaccination_coverage_DTCHepHib3_4,sd_d_05-target_vaccination_VAR_4,sd_d_05-vaccination_coverage_VAR_4,sd_d_06-target_vaccination_VAA_4,sd_d_06-vaccination_coverage_VAA_4,commune5,sd_e_01-projected_deliveries_5,sd_e_01-assisted_deliveries_5,sd_e_02-target_vaccination_BCG_5,sd_e_02-vaccination_coverage_BCG_5,sd_e_03-target_vaccination_VPO3_5,sd_e_03-vaccination_coverage_VPO_5,sd_e_04-target_vaccination_DTCHepHib3_5,sd_e_04-vaccination_coverage_DTCHepHib3_5,sd_e_05-target_vaccination_VAR_5,sd_e_05-vaccination_coverage_VAR_5,sd_e_06-target_vaccination_VAA_5,sd_e_06-vaccination_coverage_VAA_5,commune6,sd_f_01-projected_deliveries_6,sd_f_01-assisted_deliveries_6,sd_f_02-target_vaccination_BCG_6,sd_f_02-vaccination_coverage_BCG_6,sd_f_03-target_vaccination_VPO3_6,sd_f_03-vaccination_coverage_VPO_6,sd_f_04-target_vaccination_DTCHepHib3_6,sd_f_04-vaccination_coverage_DTCHepHib3_6,sd_f_05-target_vaccination_VAR_6,sd_f_05-vaccination_coverage_VAR_6,sd_f_06-target_vaccination_VAA_6,sd_f_06-vaccination_coverage_VAA_6,commune7,sd_g_01-projected_deliveries_7,sd_g_01-assisted_deliveries_7,sd_g_02-target_vaccination_BCG_7,sd_g_02-vaccination_coverage_BCG_7,sd_g_03-target_vaccination_VPO3_7,sd_g_03-vaccination_coverage_VPO_7,sd_g_04-target_vaccination_DTCHepHib3_7,sd_g_04-vaccination_coverage_DTCHepHib3_7,sd_g_05-target_vaccination_VAR_7,sd_g_05-vaccination_coverage_VAR_7,sd_g_06-target_vaccination_VAA_7,sd_g_06-vaccination_coverage_VAA_7,commune8,sd_h_01-projected_deliveries_8,sd_h_01-assisted_deliveries_8,sd_h_02-target_vaccination_BCG_8,sd_h_02-vaccination_coverage_BCG_8,sd_h_03-target_vaccination_VPO3_8,sd_h_03-vaccination_coverage_VPO_8,sd_h_04-target_vaccination_DTCHepHib3_8,sd_h_04-vaccination_coverage_DTCHepHib3_8,sd_h_05-target_vaccination_VAR_8,sd_h_05-vaccination_coverage_VAR_8,sd_h_06-target_vaccination_VAA_8,sd_h_06-vaccination_coverage_VAA_8,commune9,sd_i_01-projected_deliveries_9,sd_i_01-assisted_deliveries_9,sd_i_02-target_vaccination_BCG_9,sd_i_02-vaccination_coverage_BCG_9,sd_i_03-target_vaccination_VPO3_9,sd_i_03-vaccination_coverage_VPO_9,sd_i_04-target_vaccination_DTCHepHib3_9,sd_i_04-vaccination_coverage_DTCHepHib3_9,sd_i_05-target_vaccination_VAR_9,sd_i_05-vaccination_coverage_VAR_9,sd_i_06-target_vaccination_VAA_9,sd_i_06-vaccination_coverage_VAA_9,information-information_q,information-note_inf,meta-instanceID,KEY
Modifie,3,4/9/2014 17:09,4/9/2014 15:43,4/9/2014 16:51,9-Apr-14,60:a4:4c:9e:0b:c9,,1,,CE_S,BAZ,KOM,KOMBISSIRI,KOMBISSIRI,3574,2917,3474,3390,3411,3034,3411,3034,3411,3026,3411,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:741a7139-93b2-4d9c-9f9d-256ca024121a,uuid:741a7139-93b2-4d9c-9f9d-256ca024121a
Modifie,3,4/21/2014 17:45,4/14/2014 17:28,4/14/2014 17:45,14-Apr-14,d8:50:e6:7f:9f:2c,,1,,CE_S,BAZ,KOM,TOECE,TOECE,1749,1487,1700,1534,1669,1519,1669,1548,1669,1548,1669,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:039589ba-7107-4081-9581-0d2addce5c31,uuid:039589ba-7107-4081-9581-0d2addce5c31
Modifie,1,4/21/2014 17:28,4/11/2014 15:57,4/11/2014 16:06,11-Apr-14,d8:50:e6:7f:9f:2c,,1,,CE_S,BAZ,SAP,IPELCE,IPELCE,805,456,653,533,599,527,589,527,589,478,589,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:47b21e56-274b-45a5-af92-38913442d597,uuid:47b21e56-274b-45a5-af92-38913442d597
Modifie,2,4/21/2014 17:28,4/11/2014 15:57,4/11/2014 16:06,11-Apr-14,d8:50:e6:7f:9f:2c,,1,,CE_S,BAZ,SAP,KAYAO,KAYAO,2105,996,1774,1491,1584,1419,1584,1419,1584,1394,1584,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:47b21e56-274b-45a5-af92-38913442d597,uuid:47b21e56-274b-45a5-af92-38913442d597
Modifie,1,4/21/2014 17:50,4/10/2014 16:18,4/11/2014 15:57,10-Apr-14,d8:50:e6:7f:9f:2c,,1,,CE_S,BAZ,SAP,SAPONE,SAPONE,2398,1235,1938,1585,1766,1426,1766,1426,1766,1485,1766,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:619d07e3-41da-4722-aaed-56724b3a571b,uuid:619d07e3-41da-4722-aaed-56724b3a571b
Modifie,3,4/21/2014 17:28,4/11/2014 15:57,4/11/2014 16:06,11-Apr-14,d8:50:e6:7f:9f:2c,,1,,CE_S,BAZ,SAP,SAPONE,SAPONE,2398,1235,1938,1585,1766,1426,1766,1426,1766,1485,1766,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:47b21e56-274b-45a5-af92-38913442d597,uuid:47b21e56-274b-45a5-af92-38913442d597
Finale,1,4/18/2014 9:24,4/7/2014 16:30,4/7/2014 17:26,7-Apr-14,10:bf:48:f5:2c:a9,,1,,CE_S,NAH,PO,GUIARO,GUIARO,1064,1136,1136,1229,986,1182,986,1182,986,1144,986,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:74789065-4ae7-4454-a5e7-255057870370,
Finale,2,4/18/2014 9:24,4/7/2014 16:30,4/7/2014 17:26,7-Apr-14,10:bf:48:f5:2c:a9,,1,,CE_S,NAH,PO,PO,PO,2830,1856,2754,2300,2626,2253,2626,2253,2626,2125,2626,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:74789065-4ae7-4454-a5e7-255057870370,
Finale,3,4/18/2014 9:24,4/7/2014 16:30,4/7/2014 17:26,7-Apr-14,10:bf:48:f5:2c:a9,,1,,CE_S,NAH,PO,TIEBELE,TIEBELE,3020,1671,2938,2149,2800,2340,2800,2340,2800,2312,2800,2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:74789065-4ae7-4454-a5e7-255057870370,
Finale,4,4/18/2014 9:24,4/7/2014 16:30,4/7/2014 17:26,7-Apr-14,10:bf:48:f5:2c:a9,,1,,CE_S,NAH,PO,ZECCO,ZECCO,505,276,492,333,469,403,469,403,469,379,469,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:74789065-4ae7-4454-a5e7-255057870370,
Finale,5,4/18/2014 9:24,4/7/2014 16:30,4/7/2014 17:26,7-Apr-14,10:bf:48:f5:2c:a9,,1,,CE_S,NAH,PO,ZIOU,ZIOU,1207,523,1175,539,1119,598,1119,598,1119,563,1119,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:74789065-4ae7-4454-a5e7-255057870370,
Modifie,6,4/9/2014 20:06,4/8/2014 7:34,4/9/2014 8:18,8-Apr-14,60:a4:4c:9e:49:e5,,1,,CE_S,ZOU,MAN,BINDE,BINDE,1746,979,1620,1323,1620,1220,1620,1220,1620,1213,1620,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475
Modifie,2,4/9/2014 20:06,4/8/2014 7:34,4/9/2014 8:18,8-Apr-14,60:a4:4c:9e:49:e5,,1,,CE_S,ZOU,MAN,GOGO,GOGO,2084,1506,1933,2014,1933,1825,1933,1825,1933,1878,1933,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475
Modifie,3,4/9/2014 20:06,4/8/2014 7:34,4/9/2014 8:18,8-Apr-14,60:a4:4c:9e:49:e5,,1,,CE_S,ZOU,MAN,GOMBOUSSOUGOU,GOMBOUSSOUGOU,2461,2035,2283,2532,2283,2362,2283,2362,2283,2197,2283,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475
Modifie,1,4/9/2014 20:06,4/8/2014 7:34,4/9/2014 8:18,8-Apr-14,60:a4:4c:9e:49:e5,,1,,CE_S,ZOU,MAN,GUIBA,GUIBA,1780,1217,1652,1407,1652,1272,1652,1272,1652,1335,1652,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475
Modifie,4,4/9/2014 20:06,4/8/2014 7:34,4/9/2014 8:18,8-Apr-14,60:a4:4c:9e:49:e5,,1,,CE_S,ZOU,MAN,MANGA,MANGA,1761,1108,1634,1284,1634,1138,1634,1138,1634,1260,1634,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475
Modifie,5,4/9/2014 20:06,4/8/2014 7:34,4/9/2014 8:18,8-Apr-14,60:a4:4c:9e:49:e5,,1,,CE_S,ZOU,MAN,NOBÃ‰RÃ‰,NOBERE,1759,1294,1632,1436,1632,1482,1632,1434,1632,1367,1632,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475,uuid:d2ebfd3b-b052-4a27-8192-4a4c8eb1d475
Modifie,1,4/10/2014 17:59,4/10/2014 16:17,4/10/2014 16:55,10-Apr-14,d8:50:e6:7f:96:91,,1,,PLA,GAN,ZOR,BOUDRY,BOUDRY,4396,4299,4261,5012,4071,4472,4071,4472,4071,4405,4071,4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d
Modifie,2,4/10/2014 17:59,4/10/2014 16:17,4/10/2014 16:55,10-Apr-14,d8:50:e6:7f:96:91,,1,,PLA,GAN,ZOR,KOGHO,KOGHO,891,584,864,818,826,764,826,764,826,768,826,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d
Modifie,3,4/10/2014 17:59,4/10/2014 16:17,4/10/2014 16:55,10-Apr-14,d8:50:e6:7f:96:91,,1,,PLA,GAN,ZOR,MEGUET,MEGUET,1596,1408,1896,1622,1812,1761,1812,1761,1812,1721,1812,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d
Modifie,4,4/10/2014 17:59,4/10/2014 16:17,4/10/2014 16:55,10-Apr-14,d8:50:e6:7f:96:91,,1,,PLA,GAN,ZOR,MOGTEDO,MOGTEDO,2536,2429,2457,3105,2350,2891,2350,2891,2350,2868,2350,2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d
Modifie,5,4/10/2014 17:59,4/10/2014 16:17,4/10/2014 16:55,10-Apr-14,d8:50:e6:7f:96:91,,1,,PLA,GAN,ZOR,SALOGO,SALOGO,1186,1108,1149,1306,1098,1165,1098,1165,1098,1143,1098,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d
Modifie,6,4/10/2014 17:59,4/10/2014 16:17,4/10/2014 16:55,10-Apr-14,d8:50:e6:7f:96:91,,1,,PLA,GAN,ZOR,ZAM,ZAM,2473,1976,2398,2199,2292,2171,2292,2171,2292,2084,2292,2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d
Modifie,7,4/10/2014 17:59,4/10/2014 16:17,4/10/2014 16:55,10-Apr-14,d8:50:e6:7f:96:91,,1,,PLA,GAN,ZOR,ZORGHO,ZORGHO,2838,2836,2750,2760,2628,2725,2628,2725,2628,2550,2628,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d
Modifie,8,4/10/2014 17:59,4/10/2014 16:17,4/10/2014 16:55,10-Apr-14,d8:50:e6:7f:96:91,,1,,PLA,GAN,ZOR,ZOUNGOU,ZOUNGOU,4396,4299,1631,1547,1558,1489,1558,1489,1558,1422,1558,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d,uuid:00f21490-50f7-4797-bcc5-0bb23cc0ad8d
Modifie,1,4/21/2014 17:30,4/8/2014 9:01,4/8/2014 12:03,8-Apr-14,60:a4:4c:99:b2:d1,,1,,PLA,KOU,BO,LAYE,LAYE,681,323,280,204,280,206,280,206,280,180,280,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23
Modifie,3,4/21/2014 17:30,4/8/2014 9:01,4/8/2014 12:03,8-Apr-14,60:a4:4c:99:b2:d1,,1,,PLA,KOU,BO,BOUSSE,BOUSSE,2394,2163,1886,1669,1886,1719,1886,1719,1886,1800,1886,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23
Modifie,2,4/21/2014 17:30,4/8/2014 9:01,4/8/2014 12:03,8-Apr-14,60:a4:4c:99:b2:d1,,1,,PLA,KOU,BO,NIOU,NIOU,1491,621,1288,788,1288,795,1288,795,1288,839,1288,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23
Modifie,4,4/21/2014 17:30,4/8/2014 9:01,4/8/2014 12:03,8-Apr-14,60:a4:4c:99:b2:d1,,1,,PLA,KOU,BO,SOURGOUBILA,SOURGOUBILA,2156,1191,2351,1245,2351,1786,2351,1786,2351,1759,2351,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23
Modifie,5,4/21/2014 17:30,4/8/2014 9:01,4/8/2014 12:03,8-Apr-14,60:a4:4c:99:b2:d1,,1,,PLA,KOU,BO,TOEGHIN,TOEGHIN,911,390,475,270,475,331,475,331,475,328,475,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23,uuid:5ed71ea0-aa4b-438b-bae7-83885eabca23
Modifie,1,4/9/2014 20:10,4/8/2014 14:13,4/9/2014 20:07,8-Apr-14,f07fea76636b3d44,,1,,PLA,OUB,ZIN,ABSOUYA,ABSOUYA,1469,1376,1424,1484,1360,1381,1360,1381,1360,1349,1360,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add
Modifie,2,4/9/2014 20:10,4/8/2014 14:13,4/9/2014 20:07,8-Apr-14,f07fea76636b3d44,,1,,PLA,OUB,ZIN,DAPELOGO,DAPELOGO,2007,1503,1945,1763,1859,1706,1859,1706,1859,1747,1859,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add
Modifie,3,4/9/2014 20:10,4/8/2014 14:13,4/9/2014 20:07,8-Apr-14,f07fea76636b3d44,,1,,PLA,OUB,ZIN,LOUMBILA,LOUMBILA,1558,969,1510,1271,1443,1204,1443,1204,1443,1155,1443,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add
Modifie,4,4/9/2014 20:10,4/8/2014 14:13,4/9/2014 20:07,8-Apr-14,f07fea76636b3d44,,1,,PLA,OUB,ZIN,NAGREONGO,NAGREONGO,1301,1052,1260,1335,1204,1164,1204,1164,1204,1225,1204,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add
Modifie,5,4/9/2014 20:10,4/8/2014 14:13,4/9/2014 20:07,8-Apr-14,f07fea76636b3d44,,1,,PLA,OUB,ZIN,OURGOU-MANEGA,OURGOU-MANEGA,1143,699,1107,866,1061,805,1061,805,1061,896,1061,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add
Modifie,6,4/9/2014 20:10,4/8/2014 14:13,4/9/2014 20:07,8-Apr-14,f07fea76636b3d44,,1,,PLA,OUB,ZIN,ZINIARÃ‰,ZINIARE,3504,3003,3396,3372,3247,3017,3247,3017,3247,3143,3247,3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add
Modifie,7,4/9/2014 20:10,4/8/2014 14:13,4/9/2014 20:07,8-Apr-14,f07fea76636b3d44,,1,,PLA,OUB,ZIN,ZITENGA,ZITENGA,2337,1744,2267,2046,2164,1988,2164,1988,2164,2076,2164,2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add,uuid:3ba5d184-c607-41dd-bf6b-d1489b335add
Modifie,3,4/8/2014 19:44,4/8/2014 9:17,4/8/2014 19:32,8-Apr-14,7cd9196743cc266,,1,,SAH,OUD,GOR,DEOU,DEOU,1457,799,1398,1996,1347,1478,1347,1478,1347,1668,1347,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529
Modifie,1,4/8/2014 19:44,4/8/2014 9:17,4/8/2014 19:32,8-Apr-14,7cd9196743cc266,,1,,SAH,OUD,GOR,GOROM-GOROM,GOROM-GOROM,5726,2585,5436,6388,5171,5295,5171,5295,5171,5385,5171,5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529
