Source,Commune,ï»¿SubmissionDate,start,end,today,deviceid,info_note,consentement,consentement_note,region,province,district,commune,commune_checked,sd_a_01-projected_deliveries_1,sd_a_01-assisted_deliveries_1,sd_a_02-target_vaccination_BCG_1,sd_a_02-vaccination_coverage_BCG_1,sd_a_03-target_vaccination_VPO3_1,sd_a_03-vaccination_coverage_VPO3_1,sd_a_04-target_vaccination_DTCHepHib3_1,sd_a_04-vaccination_coverage_DTCHepHib3_1,sd_a_05-target_vaccination_VAR_1,sd_a_05-vaccination_coverage_VAR_1,sd_a_06-target_vaccination_VAA_1,sd_a_06-vaccination_coverage_VAA_1,commune2,sd_b_01-projected_deliveries_2,sd_b_01-assisted_deliveries_2,sd_b_02-target_vaccination_BCG_2,sd_b_02-vaccination_coverage_BCG_2,sd_b_03-target_vaccination_VPO3_2,sd_b_03-vaccination_coverage_VPO_2,sd_b_04-target_vaccination_DTCHepHib3_2,sd_b_04-vaccination_coverage_DTCHepHib3_2,sd_b_05-target_vaccination_VAR_2,sd_b_05-vaccination_coverage_VAR_2,sd_b_06-target_vaccination_VAA_2,sd_b_06-vaccination_coverage_VAA_2,commune3,sd_c_01-projected_deliveries_3,sd_c_01-assisted_deliveries_3,sd_c_02-target_vaccination_BCG_3,sd_c_02-vaccination_coverage_BCG_3,sd_c_03-target_vaccination_VPO3_3,sd_c_03-vaccination_coverage_VPO_3,sd_c_04-target_vaccination_DTCHepHib3_3,sd_c_04-vaccination_coverage_DTCHepHib3_3,sd_c_05-target_vaccination_VAR_3,sd_c_05-vaccination_coverage_VAR_3,sd_c_06-target_vaccination_VAA_3,sd_c_06-vaccination_coverage_VAA_3,commune4,sd_d_01-projected_deliveries_4,sd_d_01-assisted_deliveries_4,sd_d_02-target_vaccination_BCG_4,sd_d_02-vaccination_coverage_BCG_4,sd_d_03-target_vaccination_VPO3_4,sd_d_03-vaccination_coverage_VPO_4,sd_d_04-target_vaccination_DTCHepHib3_4,sd_d_04-vaccination_coverage_DTCHepHib3_4,sd_d_05-target_vaccination_VAR_4,sd_d_05-vaccination_coverage_VAR_4,sd_d_06-target_vaccination_VAA_4,sd_d_06-vaccination_coverage_VAA_4,commune5,sd_e_01-projected_deliveries_5,sd_e_01-assisted_deliveries_5,sd_e_02-target_vaccination_BCG_5,sd_e_02-vaccination_coverage_BCG_5,sd_e_03-target_vaccination_VPO3_5,sd_e_03-vaccination_coverage_VPO_5,sd_e_04-target_vaccination_DTCHepHib3_5,sd_e_04-vaccination_coverage_DTCHepHib3_5,sd_e_05-target_vaccination_VAR_5,sd_e_05-vaccination_coverage_VAR_5,sd_e_06-target_vaccination_VAA_5,sd_e_06-vaccination_coverage_VAA_5,commune6,sd_f_01-projected_deliveries_6,sd_f_01-assisted_deliveries_6,sd_f_02-target_vaccination_BCG_6,sd_f_02-vaccination_coverage_BCG_6,sd_f_03-target_vaccination_VPO3_6,sd_f_03-vaccination_coverage_VPO_6,sd_f_04-target_vaccination_DTCHepHib3_6,sd_f_04-vaccination_coverage_DTCHepHib3_6,sd_f_05-target_vaccination_VAR_6,sd_f_05-vaccination_coverage_VAR_6,sd_f_06-target_vaccination_VAA_6,sd_f_06-vaccination_coverage_VAA_6,commune7,sd_g_01-projected_deliveries_7,sd_g_01-assisted_deliveries_7,sd_g_02-target_vaccination_BCG_7,sd_g_02-vaccination_coverage_BCG_7,sd_g_03-target_vaccination_VPO3_7,sd_g_03-vaccination_coverage_VPO_7,sd_g_04-target_vaccination_DTCHepHib3_7,sd_g_04-vaccination_coverage_DTCHepHib3_7,sd_g_05-target_vaccination_VAR_7,sd_g_05-vaccination_coverage_VAR_7,sd_g_06-target_vaccination_VAA_7,sd_g_06-vaccination_coverage_VAA_7,commune8,sd_h_01-projected_deliveries_8,sd_h_01-assisted_deliveries_8,sd_h_02-target_vaccination_BCG_8,sd_h_02-vaccination_coverage_BCG_8,sd_h_03-target_vaccination_VPO3_8,sd_h_03-vaccination_coverage_VPO_8,sd_h_04-target_vaccination_DTCHepHib3_8,sd_h_04-vaccination_coverage_DTCHepHib3_8,sd_h_05-target_vaccination_VAR_8,sd_h_05-vaccination_coverage_VAR_8,sd_h_06-target_vaccination_VAA_8,sd_h_06-vaccination_coverage_VAA_8,commune9,sd_i_01-projected_deliveries_9,sd_i_01-assisted_deliveries_9,sd_i_02-target_vaccination_BCG_9,sd_i_02-vaccination_coverage_BCG_9,sd_i_03-target_vaccination_VPO3_9,sd_i_03-vaccination_coverage_VPO_9,sd_i_04-target_vaccination_DTCHepHib3_9,sd_i_04-vaccination_coverage_DTCHepHib3_9,sd_i_05-target_vaccination_VAR_9,sd_i_05-vaccination_coverage_VAR_9,sd_i_06-target_vaccination_VAA_9,sd_i_06-vaccination_coverage_VAA_9,information-information_q,information-note_inf,meta-instanceID,KEY
Modifie,7,4/15/2014 9:36,4/14/2014 10:51,4/14/2014 18:04,14-Apr-14,60:a4:4c:96:f0:83,,1,,CE_E,KOUL,OUA,YARGATENGA,YARGATENGA,2222,0,2070,2536,1957,2260,1957,2260,1957,2216,1957,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:6bf21e4e-8fd1-476b-959d-5e471d43e0b2,uuid:6bf21e4e-8fd1-476b-959d-5e471d43e0b2
Modifie,8,4/15/2014 9:36,4/14/2014 10:51,4/14/2014 18:04,14-Apr-14,60:a4:4c:96:f0:83,,1,,CE_E,KOUL,OUA,YONDE,YONDE,1615,0,1947,1529,1841,1470,1841,1470,1841,1361,1841,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:6bf21e4e-8fd1-476b-959d-5e471d43e0b2,uuid:6bf21e4e-8fd1-476b-959d-5e471d43e0b2
Modifie,1,4/10/2014 19:38,4/9/2014 17:55,4/9/2014 18:14,9-Apr-14,10:bf:48:eb:8e:29,,1,,CE_E,KOUR,KOU,BASKOURE,BASKOURE,741,476,716,536,655,537,655,537,655,508,655,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:a486bd14-f004-4ba6-b719-57e284836820,uuid:a486bd14-f004-4ba6-b719-57e284836820
Modifie,2,4/10/2014 19:38,4/9/2014 17:55,4/9/2014 18:14,9-Apr-14,10:bf:48:eb:8e:29,,1,,CE_E,KOUR,KOU,DIALGAYE,DIALGAYE,2146,1460,2072,1774,1894,1791,1894,1791,1894,1676,1894,1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:a486bd14-f004-4ba6-b719-57e284836820,uuid:a486bd14-f004-4ba6-b719-57e284836820
Modifie,3,4/10/2014 19:38,4/9/2014 17:55,4/9/2014 18:14,9-Apr-14,10:bf:48:eb:8e:29,,1,,CE_E,KOUR,KOU,GOUNGHIN,GOUNGHIN,2503,1788,4368,3425,3994,3428,3994,3430,3994,3260,3994,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:a486bd14-f004-4ba6-b719-57e284836820,uuid:a486bd14-f004-4ba6-b719-57e284836820
Modifie,4,4/10/2014 19:38,4/9/2014 17:55,4/9/2014 18:14,9-Apr-14,10:bf:48:eb:8e:29,,1,,CE_E,KOUR,KOU,KOUPELA,KOUPELA,2979,3640,2877,3264,2630,2825,2630,2835,2630,2666,2630,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:a486bd14-f004-4ba6-b719-57e284836820,uuid:a486bd14-f004-4ba6-b719-57e284836820
Modifie,5,4/10/2014 19:38,4/9/2014 17:55,4/9/2014 18:14,9-Apr-14,10:bf:48:eb:8e:29,,1,,CE_E,KOUR,KOU,TENSOBENTENGA,TENSOBENTENGA,1290,732,1245,1117,1139,1145,1139,1097,1139,1074,1139,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:a486bd14-f004-4ba6-b719-57e284836820,uuid:a486bd14-f004-4ba6-b719-57e284836820
Modifie,6,4/10/2014 19:38,4/9/2014 17:55,4/9/2014 18:14,9-Apr-14,10:bf:48:eb:8e:29,,1,,CE_E,KOUR,KOU,YARGO,YARGO,547,372,529,420,483,421,483,421,483,413,483,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:a486bd14-f004-4ba6-b719-57e284836820,uuid:a486bd14-f004-4ba6-b719-57e284836820
Modifie,1,4/9/2014 19:45,4/8/2014 9:42,4/8/2014 9:52,8-Apr-14,60:a4:4c:97:1f:cd,,1,,CE_E,KOUR,POU,ANDEMTENGA,ANDEMTENGA,3106,2622,2935,3065,2935,3031,2935,3031,2935,3029,2935,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:7cd84749-5fd4-43db-8673-97fe383c1a2c,uuid:7cd84749-5fd4-43db-8673-97fe383c1a2c
Modifie,2,4/9/2014 19:45,4/8/2014 9:42,4/8/2014 9:52,8-Apr-14,60:a4:4c:97:1f:cd,,1,,CE_E,KOUR,POU,KANDO,KANDO,1379,997,1303,1160,1303,1123,1303,1123,1303,1182,1303,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:7cd84749-5fd4-43db-8673-97fe383c1a2c,uuid:7cd84749-5fd4-43db-8673-97fe383c1a2c
Modifie,3,4/9/2014 19:45,4/8/2014 9:42,4/8/2014 9:52,8-Apr-14,60:a4:4c:97:1f:cd,,1,,CE_E,KOUR,POU,POUYTENGA,POUYTENGA,4592,3665,4339,4339,4339,3774,4339,3774,4339,3801,4339,3801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:7cd84749-5fd4-43db-8673-97fe383c1a2c,uuid:7cd84749-5fd4-43db-8673-97fe383c1a2c
Modifie,1,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,BOURZANGA,BOURZANGA,2766,2215,2447,114,2447,105,2447,105,2447,105,2447,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,2,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,GUIBARE,GUIBARE,1483,1511,1433,124,1312,117,1312,117,1312,115,1312,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,3,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,KONGOUSSI,KONGOUSSI,2766,3776,4539,124,4153,85,4153,85,4153,79,4153,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,4,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,NASSERE,NASSERE,632,497,691,91,632,83,632,83,632,76,632,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,5,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,ROLLO,ROLLO,1313,1048,1270,212,1163,103,1163,103,1163,99,1163,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,6,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,ROUKO,ROUKO,892,698,862,85,789,85,789,85,789,84,789,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,7,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,SABCE,SABCE,1363,970,1319,84,1206,85,1206,85,1206,86,1206,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,8,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,TIKARE,TIKARE,2146,1436,2075,87,1899,95,1899,95,1899,95,1899,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,9,4/22/2014 9:43,4/22/2014 9:01,4/22/2014 9:42,22-Apr-14,30:85:a9:4c:24:19,,1,,CE_N,BAM,KON,ZIMTENGA,ZIMTENGA,1466,1184,1417,106,1297,106,1297,106,1297,104,1297,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:81072d31-3d6d-446e-8b51-0059b753c39c,uuid:81072d31-3d6d-446e-8b51-0059b753c39c
Modifie,1,4/15/2014 8:47,4/8/2014 17:21,4/8/2014 17:44,8-Apr-14,60:a4:4c:9e:12:bf,,1,,CE_N,SAN,BAR,BARSALOGHO,BARSALOGHO,4311,3482,4306,5342,4297,4443,4297,4443,4297,4102,4297,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:2034d475-b682-4d95-b68f-25ef156901f9,uuid:2034d475-b682-4d95-b68f-25ef156901f9
Modifie,2,4/15/2014 8:47,4/8/2014 17:21,4/8/2014 17:44,8-Apr-14,60:a4:4c:9e:12:bf,,1,,CE_N,SAN,BAR,DABLO,DABLO,1176,769,1175,1371,1172,1259,1172,1259,1172,1173,1172,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:2034d475-b682-4d95-b68f-25ef156901f9,uuid:2034d475-b682-4d95-b68f-25ef156901f9
Modifie,3,4/15/2014 8:47,4/8/2014 17:21,4/8/2014 17:44,8-Apr-14,60:a4:4c:9e:12:bf,,1,,CE_N,SAN,BAR,NAMISSIGUIMA,NAMISSIGUIMA,488,555,487,595,486,474,486,474,486,459,486,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:2034d475-b682-4d95-b68f-25ef156901f9,uuid:2034d475-b682-4d95-b68f-25ef156901f9
Modifie,4,4/15/2014 8:47,4/8/2014 17:21,4/8/2014 17:44,8-Apr-14,60:a4:4c:9e:12:bf,,1,,CE_N,SAN,BAR,PENSA,PENSA,2563,2119,2560,3413,2553,2688,2553,2688,2553,2623,2553,2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:2034d475-b682-4d95-b68f-25ef156901f9,uuid:2034d475-b682-4d95-b68f-25ef156901f9
Modifie,3,4/18/2014 7:34,4/8/2014 11:53,4/17/2014 19:20,8-Apr-14,ac:22:0b:3d:e1:76,,1,,CE_N,SAN,KAY,BOUSSOUMA (KAYA),BOUSSOUMA_KAYA,5241,3053,4905,4130,5379,4318,4318,5379,4318,3836,4318,3836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:dd6ab3da-9f78-47cd-8c56-e7e29ae7dda5,uuid:dd6ab3da-9f78-47cd-8c56-e7e29ae7dda5
Modifie,1,4/18/2014 7:34,4/8/2014 11:53,4/17/2014 19:20,8-Apr-14,ac:22:0b:3d:e1:76,,1,,CE_N,SAN,KAY,KAYA,KAYA,6622,4018,6212,6031,5439,5056,5439,5060,5439,5265,5439,5265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:dd6ab3da-9f78-47cd-8c56-e7e29ae7dda5,uuid:dd6ab3da-9f78-47cd-8c56-e7e29ae7dda5
Modifie,2,4/18/2014 7:34,4/8/2014 11:53,4/17/2014 19:20,8-Apr-14,ac:22:0b:3d:e1:76,,1,,CE_N,SAN,KAY,KORSIMORO,KORSIMORO,5241,3053,2924,2774,2574,2705,2574,2702,2574,2565,2574,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:dd6ab3da-9f78-47cd-8c56-e7e29ae7dda5,uuid:dd6ab3da-9f78-47cd-8c56-e7e29ae7dda5
Modifie,1,4/18/2014 7:36,4/17/2014 19:20,4/17/2014 19:33,17-Apr-14,ac:22:0b:3d:e1:76,,1,,CE_N,SAN,KAY,MANE,MANE,3261,1901,3052,2845,2687,2507,2687,2519,2687,2359,2687,2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:e13da42a-8a35-4709-b614-c5e844129e6f,uuid:e13da42a-8a35-4709-b614-c5e844129e6f
Modifie,2,4/18/2014 7:36,4/17/2014 19:20,4/17/2014 19:33,17-Apr-14,ac:22:0b:3d:e1:76,,1,,CE_N,SAN,KAY,PIBAORE,PIBAORE,2222,1409,2080,2011,1831,1841,1831,1841,1831,1769,1831,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:e13da42a-8a35-4709-b614-c5e844129e6f,uuid:e13da42a-8a35-4709-b614-c5e844129e6f
Modifie,3,4/18/2014 7:36,4/17/2014 19:20,4/17/2014 19:33,17-Apr-14,ac:22:0b:3d:e1:76,,1,,CE_N,SAN,KAY,PISSILA,PISSILA,6556,3686,6136,6072,5420,5034,5420,5112,5420,5156,5420,5156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:e13da42a-8a35-4709-b614-c5e844129e6f,uuid:e13da42a-8a35-4709-b614-c5e844129e6f
Modifie,4,4/18/2014 7:34,4/8/2014 11:53,4/17/2014 19:20,8-Apr-14,ac:22:0b:3d:e1:76,,1,,CE_N,SAN,KAY,ZIGA,ZIGA,2188,1463,2054,1931,1808,1836,1808,1836,1808,1757,1808,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:dd6ab3da-9f78-47cd-8c56-e7e29ae7dda5,uuid:dd6ab3da-9f78-47cd-8c56-e7e29ae7dda5
Données District Boulsa,,,,,,,,,,CE_N,NAM,BOUL,Boala,BOALA,1823,763,2088,1347,1284,1009,1284,1009,1284,1183,1284,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Données District Boulsa,,,,,,,,,,CE_N,NAM,BOUL,Boulsa,BOULSA,5042,3449,4848,4435,4452,4107,4452,4107,4452,4127,4452,4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Données District Boulsa,,,,,,,,,,CE_N,NAM,BOUL,Bouroum,BOUROUM,2797,2367,2712,3382,2472,2645,2472,2645,2472,2740,2472,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Données District Boulsa,,,,,,,,,,CE_N,NAM,BOUL,Dargo,DARGO,1965,1640,1896,2099,1740,2345,1740,2345,1740,2210,1740,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Données District Boulsa,,,,,,,,,,CE_N,NAM,BOUL,Nagbingou,NAGBINGOU,766,526,744,828,672,677,672,677,672,567,672,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Données District Boulsa,,,,,,,,,,CE_N,NAM,BOUL,Tougouri,TOUGOURI,4505,3710,4356,4806,3684,4425,3684,4425,3684,4027,3684,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Données District Boulsa,,,,,,,,,,CE_N,NAM,BOUL,Yalgo,YALGO,1694,1617,1632,2224,1488,1871,1488,1871,1488,1686,1488,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Données District Boulsa,,,,,,,,,,CE_N,NAM,BOUL,Zeguedeguin,ZEGUEDEGUIN,1526,900,1164,1105,1344,1262,1344,1262,1344,1103,1344,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modifie,1,4/21/2014 17:45,4/14/2014 17:28,4/14/2014 17:45,14-Apr-14,d8:50:e6:7f:9f:2c,,1,,CE_S,BAZ,KOM,DOULOUGOU,DOULOUGOU,1376,738,1231,881,1314,1264,1314,1264,1314,1231,1314,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:039589ba-7107-4081-9581-0d2addce5c31,uuid:039589ba-7107-4081-9581-0d2addce5c31
Modifie,2,4/9/2014 17:09,4/9/2014 15:43,4/9/2014 16:51,9-Apr-14,60:a4:4c:9e:0b:c9,,1,,CE_S,BAZ,KOM,GAONGO,GAONGO,1341,1180,1303,1367,1280,1576,1280,1576,1280,1271,1280,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:741a7139-93b2-4d9c-9f9d-256ca024121a,uuid:741a7139-93b2-4d9c-9f9d-256ca024121a
Modifie,2,4/21/2014 17:45,4/14/2014 17:28,4/14/2014 17:45,14-Apr-14,d8:50:e6:7f:9f:2c,,1,,CE_S,BAZ,KOM,KOMBISSIRI,KOMBISSIRI,3574,2917,3474,3390,3411,3034,3411,3034,3411,3026,3411,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:039589ba-7107-4081-9581-0d2addce5c31,uuid:039589ba-7107-4081-9581-0d2addce5c31
